RESP,TC1,TT1,TC2,TT2,CHOICE
19,5,40,7,20,1
19,7,30,4,30,2
20,5,25,7,35,1
20,8,20,5,40,2
20,6,20,6,40,1
20,7,35,5,25,2
20,6,40,6,25,2
20,8,25,4,35,2
20,4,30,8,30,1
20,4,35,8,20,2
20,5,40,7,20,2
20,7,30,4,30,2
21,5,25,7,35,2
21,8,20,5,40,1
21,6,20,6,40,1
21,7,35,5,25,2
21,6,40,6,25,1
21,8,25,4,35,1
21,4,30,8,30,1
21,4,35,8,20,2
21,5,40,7,20,2
21,7,30,4,30,2
22,5,25,7,35,2
22,8,20,5,40,2
22,6,20,6,40,1
22,7,35,5,25,2
22,6,40,6,25,2
22,8,25,4,35,2
22,4,30,8,30,1
22,4,35,8,20,1
22,5,40,7,20,1
22,7,30,4,30,1
23,5,25,7,35,1
23,8,20,5,40,1
23,6,20,6,40,1
23,7,35,5,25,2
23,6,40,6,25,2
23,8,25,4,35,2
23,4,30,8,30,1
23,4,35,8,20,2
23,5,40,7,20,2
23,7,30,4,30,2
24,5,25,7,35,1
24,8,20,5,40,1
24,6,20,6,40,1
24,7,35,5,25,2
24,6,40,6,25,2
24,8,25,4,35,2
24,4,30,8,30,1
24,4,35,8,20,1
24,5,40,7,20,2
24,7,30,4,30,2
25,5,25,7,35,1
25,8,20,5,40,2
25,6,20,6,40,1
25,7,35,5,25,2
25,6,40,6,25,2
25,8,25,4,35,1
25,4,30,8,30,1
25,4,35,8,20,1
25,5,40,7,20,2
25,7,30,4,30,2
26,5,25,7,35,1
26,8,20,5,40,2
26,6,20,6,40,1
26,7,35,5,25,2
26,6,40,6,25,2
26,8,25,4,35,1
26,4,30,8,30,1
26,4,35,8,20,1
26,5,40,7,20,1
26,7,30,4,30,2
27,5,25,7,35,1
27,8,20,5,40,1
27,6,20,6,40,1
27,7,35,5,25,2
27,6,40,6,25,2
27,8,25,4,35,2
27,4,30,8,30,1
27,4,35,8,20,2
27,5,40,7,20,2
27,7,30,4,30,2
28,5,25,7,35,1
28,8,20,5,40,2
28,6,20,6,40,1
28,7,35,5,25,2
28,6,40,6,25,1
28,8,25,4,35,2
28,4,30,8,30,1
28,4,35,8,20,2
28,5,40,7,20,2
28,7,30,4,30,2
29,5,25,7,35,1
29,8,20,5,40,2
29,6,20,6,40,1
29,7,35,5,25,2
29,6,40,6,25,2
29,8,25,4,35,2
29,4,30,8,30,1
29,4,35,8,20,1
29,5,40,7,20,2
29,7,30,4,30,2
30,5,25,7,35,1
30,8,20,5,40,1
30,6,20,6,40,1
30,7,35,5,25,2
30,6,40,6,25,2
30,8,25,4,35,1
30,4,30,8,30,2
30,4,35,8,20,2
30,5,40,7,20,2
30,7,30,4,30,2
31,5,25,7,35,1
31,8,20,5,40,1
31,6,20,6,40,1
31,7,35,5,25,2
31,6,40,6,25,2
31,8,25,4,35,2
31,4,30,8,30,1
31,4,35,8,20,1
31,5,40,7,20,2
31,7,30,4,30,2
32,5,25,7,35,1
32,8,20,5,40,1
32,6,20,6,40,1
32,7,35,5,25,2
32,6,40,6,25,2
32,8,25,4,35,2
32,4,30,8,30,1
32,4,35,8,20,2
32,5,40,7,20,2
32,7,30,4,30,2
33,5,25,7,35,1
33,8,20,5,40,1
33,6,20,6,40,1
33,7,35,5,25,2
33,6,40,6,25,2
33,8,25,4,35,2
33,4,30,8,30,1
33,4,35,8,20,2
33,5,40,7,20,2
33,7,30,4,30,2
34,5,25,7,35,1
34,8,20,5,40,2
34,6,20,6,40,1
34,7,35,5,25,2
34,6,40,6,25,2
34,8,25,4,35,2
34,4,30,8,30,1
34,4,35,8,20,1
34,5,40,7,20,2
34,7,30,4,30,2
35,5,25,7,35,1
35,8,20,5,40,2
35,6,20,6,40,2
35,7,35,5,25,2
35,6,40,6,25,2
35,8,25,4,35,2
35,4,30,8,30,1
35,4,35,8,20,2
35,5,40,7,20,2
35,7,30,4,30,2
36,5,25,7,35,1
36,8,20,5,40,2
36,6,20,6,40,1
36,7,35,5,25,2
36,6,40,6,25,2
36,8,25,4,35,2
36,4,30,8,30,1
36,4,35,8,20,1
36,5,40,7,20,2
36,7,30,4,30,1
37,5,25,7,35,1
37,8,20,5,40,1
37,6,20,6,40,1
37,7,35,5,25,2
37,6,40,6,25,1
37,8,25,4,35,2
37,4,30,8,30,1
37,4,35,8,20,2
37,5,40,7,20,2
37,7,30,4,30,2
38,5,25,7,35,1
38,8,20,5,40,1
38,6,20,6,40,1
38,7,35,5,25,2
38,6,40,6,25,1
38,8,25,4,35,2
38,4,30,8,30,1
38,4,35,8,20,1
38,5,40,7,20,2
38,7,30,4,30,2
39,5,25,7,35,1
39,8,20,5,40,1
39,6,20,6,40,1
39,7,35,5,25,2
39,6,40,6,25,2
39,8,25,4,35,2
39,4,30,8,30,2
39,4,35,8,20,2
39,5,40,7,20,2
39,7,30,4,30,2
40,5,25,7,35,1
40,8,20,5,40,2
40,6,20,6,40,1
40,7,35,5,25,2
40,6,40,6,25,1
40,8,25,4,35,2
40,4,30,8,30,2
40,4,35,8,20,2
40,5,40,7,20,1
40,7,30,4,30,2
41,5,25,7,35,1
41,8,20,5,40,1
41,6,20,6,40,1
41,7,35,5,25,2
41,6,40,6,25,2
41,8,25,4,35,2
41,4,30,8,30,1
41,4,35,8,20,1
41,5,40,7,20,2
41,7,30,4,30,2
42,5,25,7,35,1
42,8,20,5,40,1
42,6,20,6,40,1
42,7,35,5,25,2
42,6,40,6,25,2
42,8,25,4,35,1
42,4,30,8,30,2
42,4,35,8,20,2
42,5,40,7,20,2
42,7,30,4,30,2
43,5,25,7,35,1
43,8,20,5,40,1
43,6,20,6,40,1
43,7,35,5,25,2
43,6,40,6,25,2
43,8,25,4,35,2
43,4,30,8,30,1
43,4,35,8,20,2
43,5,40,7,20,2
43,7,30,4,30,2
44,5,25,7,35,1
44,8,20,5,40,1
44,6,20,6,40,1
44,7,35,5,25,2
44,6,40,6,25,2
44,8,25,4,35,2
44,4,30,8,30,2
44,4,35,8,20,1
44,5,40,7,20,2
44,7,30,4,30,2
45,5,25,7,35,1
45,8,20,5,40,2
45,6,20,6,40,1
45,7,35,5,25,2
45,6,40,6,25,2
45,8,25,4,35,2
45,4,30,8,30,2
45,4,35,8,20,2
45,5,40,7,20,2
45,7,30,4,30,2
46,5,25,7,35,1
46,8,20,5,40,2
46,6,20,6,40,1
46,7,35,5,25,2
46,6,40,6,25,2
46,8,25,4,35,1
46,4,30,8,30,1
46,4,35,8,20,1
46,5,40,7,20,2
46,7,30,4,30,2
47,5,25,7,35,1
47,8,20,5,40,1
47,6,20,6,40,1
47,7,35,5,25,2
47,6,40,6,25,2
47,8,25,4,35,2
47,4,30,8,30,1
47,4,35,8,20,2
47,5,40,7,20,2
47,7,30,4,30,2
48,5,25,7,35,1
48,8,20,5,40,1
48,6,20,6,40,1
48,7,35,5,25,2
48,6,40,6,25,2
48,8,25,4,35,1
48,4,30,8,30,1
48,4,35,8,20,2
48,5,40,7,20,2
48,7,30,4,30,2
49,5,25,7,35,1
49,8,20,5,40,1
49,6,20,6,40,1
49,7,35,5,25,2
49,6,40,6,25,2
49,8,25,4,35,1
49,4,30,8,30,1
49,4,35,8,20,1
49,5,40,7,20,2
49,7,30,4,30,2
50,5,25,7,35,1
50,8,20,5,40,2
50,6,20,6,40,1
50,7,35,5,25,2
50,6,40,6,25,2
50,8,25,4,35,2
50,4,30,8,30,1
50,4,35,8,20,2
50,5,40,7,20,2
50,7,30,4,30,2
51,5,25,7,35,1
51,8,20,5,40,1
51,6,20,6,40,1
51,7,35,5,25,2
51,6,40,6,25,2
51,8,25,4,35,1
51,4,30,8,30,1
51,4,35,8,20,2
51,5,40,7,20,2
51,7,30,4,30,2
52,5,25,7,35,1
52,8,20,5,40,2
52,6,20,6,40,2
52,7,35,5,25,2
52,6,40,6,25,2
52,8,25,4,35,2
52,4,30,8,30,1
52,4,35,8,20,2
52,5,40,7,20,2
52,7,30,4,30,2
53,5,25,7,35,1
53,8,20,5,40,2
53,6,20,6,40,1
53,7,35,5,25,2
53,6,40,6,25,2
53,8,25,4,35,2
53,4,30,8,30,1
53,4,35,8,20,1
53,5,40,7,20,2
53,7,30,4,30,2
54,5,25,7,35,1
54,8,20,5,40,2
54,6,20,6,40,1
54,7,35,5,25,1
54,6,40,6,25,2
54,8,25,4,35,2
54,4,30,8,30,1
54,4,35,8,20,2
54,5,40,7,20,2
54,7,30,4,30,1
55,5,25,7,35,1
55,8,20,5,40,1
55,6,20,6,40,1
55,7,35,5,25,2
55,6,40,6,25,2
55,8,25,4,35,2
55,4,30,8,30,1
55,4,35,8,20,2
55,5,40,7,20,1
55,7,30,4,30,2
56,5,25,7,35,1
56,8,20,5,40,1
56,6,20,6,40,1
56,7,35,5,25,2
56,6,40,6,25,2
56,8,25,4,35,1
56,4,30,8,30,2
56,4,35,8,20,2
56,5,40,7,20,2
56,7,30,4,30,2
57,5,25,7,35,1
57,8,20,5,40,1
57,6,20,6,40,1
57,7,35,5,25,2
57,6,40,6,25,2
57,8,25,4,35,1
57,4,30,8,30,1
57,4,35,8,20,2
57,5,40,7,20,2
57,7,30,4,30,2
58,5,25,7,35,1
58,8,20,5,40,1
58,6,20,6,40,1
58,7,35,5,25,2
58,6,40,6,25,2
58,8,25,4,35,2
58,4,30,8,30,1
58,4,35,8,20,2
58,5,40,7,20,1
58,7,30,4,30,2
59,5,25,7,35,1
59,8,20,5,40,1
59,6,20,6,40,2
59,7,35,5,25,2
59,6,40,6,25,2
59,8,25,4,35,2
59,4,30,8,30,1
59,4,35,8,20,2
59,5,40,7,20,2
59,7,30,4,30,2
60,5,25,7,35,1
60,8,20,5,40,1
60,6,20,6,40,1
60,7,35,5,25,1
60,6,40,6,25,2
60,8,25,4,35,2
60,4,30,8,30,2
60,4,35,8,20,2
60,5,40,7,20,2
60,7,30,4,30,2
61,5,25,7,35,1
61,8,20,5,40,2
61,6,20,6,40,1
61,7,35,5,25,2
61,6,40,6,25,2
61,8,25,4,35,2
61,4,30,8,30,2
61,4,35,8,20,2
61,5,40,7,20,2
61,7,30,4,30,2
62,5,25,7,35,2
62,8,20,5,40,2
62,6,20,6,40,1
62,7,35,5,25,2
62,6,40,6,25,2
62,8,25,4,35,2
62,4,30,8,30,1
62,4,35,8,20,2
62,5,40,7,20,2
62,7,30,4,30,2
63,5,25,7,35,1
63,8,20,5,40,1
63,6,20,6,40,1
63,7,35,5,25,2
63,6,40,6,25,2
63,8,25,4,35,2
63,4,30,8,30,1
63,4,35,8,20,2
63,5,40,7,20,2
63,7,30,4,30,2
64,5,25,7,35,1
64,8,20,5,40,1
64,6,20,6,40,1
64,7,35,5,25,2
64,6,40,6,25,2
64,8,25,4,35,2
64,4,30,8,30,1
64,4,35,8,20,1
64,5,40,7,20,2
64,7,30,4,30,2
65,5,25,7,35,1
65,8,20,5,40,1
65,6,20,6,40,1
65,7,35,5,25,2
65,6,40,6,25,2
65,8,25,4,35,2
65,4,30,8,30,1
65,4,35,8,20,2
65,5,40,7,20,2
65,7,30,4,30,2
66,5,25,7,35,1
66,8,20,5,40,2
66,6,20,6,40,1
66,7,35,5,25,2
66,6,40,6,25,2
66,8,25,4,35,2
66,4,30,8,30,1
66,4,35,8,20,2
66,5,40,7,20,2
66,7,30,4,30,2
67,5,25,7,35,1
67,8,20,5,40,2
67,6,20,6,40,1
67,7,35,5,25,2
67,6,40,6,25,2
67,8,25,4,35,1
67,4,30,8,30,1
67,4,35,8,20,1
67,5,40,7,20,1
67,7,30,4,30,2
68,5,25,7,35,1
68,8,20,5,40,2
68,6,20,6,40,2
68,7,35,5,25,2
68,6,40,6,25,2
68,8,25,4,35,2
68,4,30,8,30,1
68,4,35,8,20,1
68,5,40,7,20,2
68,7,30,4,30,2
69,5,25,7,35,1
69,8,20,5,40,1
69,6,20,6,40,1
69,7,35,5,25,1
69,6,40,6,25,2
69,8,25,4,35,1
69,4,30,8,30,1
69,4,35,8,20,2
69,5,40,7,20,2
69,7,30,4,30,2
70,5,25,7,35,2
70,8,20,5,40,1
70,6,20,6,40,1
70,7,35,5,25,2
70,6,40,6,25,2
70,8,25,4,35,2
70,4,30,8,30,1
70,4,35,8,20,1
70,5,40,7,20,2
70,7,30,4,30,2
71,5,25,7,35,2
71,8,20,5,40,1
71,6,20,6,40,1
71,7,35,5,25,2
71,6,40,6,25,2
71,8,25,4,35,2
71,4,30,8,30,1
71,4,35,8,20,2
71,5,40,7,20,2
71,7,30,4,30,2
72,5,25,7,35,1
72,8,20,5,40,1
72,6,20,6,40,1
72,7,35,5,25,2
72,6,40,6,25,2
72,8,25,4,35,1
72,4,30,8,30,2
72,4,35,8,20,2
72,5,40,7,20,2
72,7,30,4,30,1
73,5,25,7,35,1
73,8,20,5,40,1
73,6,20,6,40,1
73,7,35,5,25,2
73,6,40,6,25,2
73,8,25,4,35,1
73,4,30,8,30,1
73,4,35,8,20,2
73,5,40,7,20,2
73,7,30,4,30,2
74,5,25,7,35,1
74,8,20,5,40,2
74,6,20,6,40,1
74,7,35,5,25,2
74,6,40,6,25,1
74,8,25,4,35,2
74,4,30,8,30,1
74,4,35,8,20,1
74,5,40,7,20,2
74,7,30,4,30,2
75,5,25,7,35,1
75,8,20,5,40,2
75,6,20,6,40,1
75,7,35,5,25,2
75,6,40,6,25,2
75,8,25,4,35,2
75,4,30,8,30,2
75,4,35,8,20,1
75,5,40,7,20,2
75,7,30,4,30,2
76,5,25,7,35,1
76,8,20,5,40,2
76,6,20,6,40,1
76,7,35,5,25,2
76,6,40,6,25,2
76,8,25,4,35,2
76,4,30,8,30,2
76,4,35,8,20,2
76,5,40,7,20,2
76,7,30,4,30,2
77,5,25,7,35,1
77,8,20,5,40,2
77,6,20,6,40,1
77,7,35,5,25,2
77,6,40,6,25,2
77,8,25,4,35,2
77,4,30,8,30,1
77,4,35,8,20,1
77,5,40,7,20,2
77,7,30,4,30,1
78,5,25,7,35,1
78,8,20,5,40,1
78,6,20,6,40,1
78,7,35,5,25,2
78,6,40,6,25,2
78,8,25,4,35,2
78,4,30,8,30,1
78,4,35,8,20,2
78,5,40,7,20,2
78,7,30,4,30,1
79,5,25,7,35,1
79,8,20,5,40,2
79,6,20,6,40,2
79,7,35,5,25,2
79,6,40,6,25,1
79,8,25,4,35,1
79,4,30,8,30,1
79,4,35,8,20,2
79,5,40,7,20,2
79,7,30,4,30,2
80,5,25,7,35,1
80,8,20,5,40,2
80,6,20,6,40,1
80,7,35,5,25,2
80,6,40,6,25,2
80,8,25,4,35,2
80,4,30,8,30,1
80,4,35,8,20,1
80,5,40,7,20,1
80,7,30,4,30,2
81,5,25,7,35,1
81,8,20,5,40,1
81,6,20,6,40,1
81,7,35,5,25,2
81,6,40,6,25,2
81,8,25,4,35,2
81,4,30,8,30,1
81,4,35,8,20,2
81,5,40,7,20,1
81,7,30,4,30,2
82,5,25,7,35,1
82,8,20,5,40,1
82,6,20,6,40,1
82,7,35,5,25,2
82,6,40,6,25,2
82,8,25,4,35,2
82,4,30,8,30,1
82,4,35,8,20,2
82,5,40,7,20,2
82,7,30,4,30,2
83,5,25,7,35,1
83,8,20,5,40,1
83,6,20,6,40,1
83,7,35,5,25,2
83,6,40,6,25,2
83,8,25,4,35,1
83,4,30,8,30,2
83,4,35,8,20,2
83,5,40,7,20,2
83,7,30,4,30,2
84,5,25,7,35,2
84,8,20,5,40,2
84,6,20,6,40,1
84,7,35,5,25,2
84,6,40,6,25,2
84,8,25,4,35,2
84,4,30,8,30,1
84,4,35,8,20,2
84,5,40,7,20,1
84,7,30,4,30,2
85,5,25,7,35,1
85,8,20,5,40,1
85,6,20,6,40,1
85,7,35,5,25,2
85,6,40,6,25,2
85,8,25,4,35,2
85,4,30,8,30,1
85,4,35,8,20,2
85,5,40,7,20,2
85,7,30,4,30,2
86,5,25,7,35,1
86,8,20,5,40,1
86,6,20,6,40,1
86,7,35,5,25,2
86,6,40,6,25,2
86,8,25,4,35,1
86,4,30,8,30,1
86,4,35,8,20,2
86,5,40,7,20,1
86,7,30,4,30,2
87,5,25,7,35,1
87,8,20,5,40,2
87,6,20,6,40,1
87,7,35,5,25,2
87,6,40,6,25,2
87,8,25,4,35,2
87,4,30,8,30,1
87,4,35,8,20,2
87,5,40,7,20,2
87,7,30,4,30,2
88,5,25,7,35,1
88,8,20,5,40,1
88,6,20,6,40,1
88,7,35,5,25,1
88,6,40,6,25,2
88,8,25,4,35,1
88,4,30,8,30,2
88,4,35,8,20,1
88,5,40,7,20,2
88,7,30,4,30,2
89,5,25,7,35,1
89,8,20,5,40,2
89,6,20,6,40,1
89,7,35,5,25,2
89,6,40,6,25,2
89,8,25,4,35,2
89,4,30,8,30,1
89,4,35,8,20,2
89,5,40,7,20,2
89,7,30,4,30,2
90,5,25,7,35,1
90,8,20,5,40,1
90,6,20,6,40,2
90,7,35,5,25,1
90,6,40,6,25,2
90,8,25,4,35,2
90,4,30,8,30,2
90,4,35,8,20,1
90,5,40,7,20,2
90,7,30,4,30,2
91,5,25,7,35,1
91,8,20,5,40,1
91,6,20,6,40,1
91,7,35,5,25,2
91,6,40,6,25,2
91,8,25,4,35,1
91,4,30,8,30,1
91,4,35,8,20,2
91,5,40,7,20,2
91,7,30,4,30,2
92,5,25,7,35,1
92,8,20,5,40,1
92,6,20,6,40,1
92,7,35,5,25,2
92,6,40,6,25,2
92,8,25,4,35,2
92,4,30,8,30,1
92,4,35,8,20,2
92,5,40,7,20,2
92,7,30,4,30,2
93,5,25,7,35,1
93,8,20,5,40,1
93,6,20,6,40,1
93,7,35,5,25,2
93,6,40,6,25,2
93,8,25,4,35,2
93,4,30,8,30,2
93,4,35,8,20,2
93,5,40,7,20,2
93,7,30,4,30,2
94,5,25,7,35,1
94,8,20,5,40,1
94,6,20,6,40,1
94,7,35,5,25,2
94,6,40,6,25,2
94,8,25,4,35,2
94,4,30,8,30,1
94,4,35,8,20,1
94,5,40,7,20,2
94,7,30,4,30,2
95,5,25,7,35,1
95,8,20,5,40,1
95,6,20,6,40,1
95,7,35,5,25,2
95,6,40,6,25,2
95,8,25,4,35,2
95,4,30,8,30,1
95,4,35,8,20,1
95,5,40,7,20,2
95,7,30,4,30,2
96,5,25,7,35,1
96,8,20,5,40,2
96,6,20,6,40,1
96,7,35,5,25,2
96,6,40,6,25,2
96,8,25,4,35,2
96,4,30,8,30,1
96,4,35,8,20,2
96,5,40,7,20,2
96,7,30,4,30,2
97,5,25,7,35,1
97,8,20,5,40,1
97,6,20,6,40,2
97,7,35,5,25,2
97,6,40,6,25,2
97,8,25,4,35,1
97,4,30,8,30,2
97,4,35,8,20,2
97,5,40,7,20,2
97,7,30,4,30,1
98,5,25,7,35,1
98,8,20,5,40,1
98,6,20,6,40,1
98,7,35,5,25,2
98,6,40,6,25,2
98,8,25,4,35,1
98,4,30,8,30,1
98,4,35,8,20,1
98,5,40,7,20,2
98,7,30,4,30,2
99,5,25,7,35,1
99,8,20,5,40,1
99,6,20,6,40,1
99,7,35,5,25,2
99,6,40,6,25,2
99,8,25,4,35,1
99,4,30,8,30,1
99,4,35,8,20,1
99,5,40,7,20,2
99,7,30,4,30,2
100,5,25,7,35,1
100,8,20,5,40,2
100,6,20,6,40,1
100,7,35,5,25,2
100,6,40,6,25,2
100,8,25,4,35,2
100,4,30,8,30,1
100,4,35,8,20,2
100,5,40,7,20,2
100,7,30,4,30,2
101,5,25,7,35,1
101,8,20,5,40,2
101,6,20,6,40,1
101,7,35,5,25,2
101,6,40,6,25,2
101,8,25,4,35,2
101,4,30,8,30,1
101,4,35,8,20,1
101,5,40,7,20,1
101,7,30,4,30,2
102,5,25,7,35,1
102,8,20,5,40,1
102,6,20,6,40,1
102,7,35,5,25,2
102,6,40,6,25,2
102,8,25,4,35,2
102,4,30,8,30,1
102,4,35,8,20,1
102,5,40,7,20,2
102,7,30,4,30,2
103,5,25,7,35,1
103,8,20,5,40,1
103,6,20,6,40,1
103,7,35,5,25,2
103,6,40,6,25,2
103,8,25,4,35,2
103,4,30,8,30,1
103,4,35,8,20,2
103,5,40,7,20,2
103,7,30,4,30,2
104,5,25,7,35,1
104,8,20,5,40,1
104,6,20,6,40,1
104,7,35,5,25,2
104,6,40,6,25,2
104,8,25,4,35,2
104,4,30,8,30,1
104,4,35,8,20,1
104,5,40,7,20,2
104,7,30,4,30,2
105,5,25,7,35,1
105,8,20,5,40,1
105,6,20,6,40,1
105,7,35,5,25,2
105,6,40,6,25,2
105,8,25,4,35,2
105,4,30,8,30,1
105,4,35,8,20,2
105,5,40,7,20,2
105,7,30,4,30,2
106,5,25,7,35,1
106,8,20,5,40,1
106,6,20,6,40,1
106,7,35,5,25,1
106,6,40,6,25,2
106,8,25,4,35,2
106,4,30,8,30,1
106,4,35,8,20,2
106,5,40,7,20,2
106,7,30,4,30,2
107,5,25,7,35,1
107,8,20,5,40,2
107,6,20,6,40,1
107,7,35,5,25,2
107,6,40,6,25,2
107,8,25,4,35,1
107,4,30,8,30,1
107,4,35,8,20,2
107,5,40,7,20,2
107,7,30,4,30,2
108,5,25,7,35,1
108,8,20,5,40,1
108,6,20,6,40,1
108,7,35,5,25,2
108,6,40,6,25,2
108,8,25,4,35,2
108,4,30,8,30,2
108,4,35,8,20,2
108,5,40,7,20,2
108,7,30,4,30,2
109,5,25,7,35,1
109,8,20,5,40,1
109,6,20,6,40,1
109,7,35,5,25,2
109,6,40,6,25,2
109,8,25,4,35,2
109,4,30,8,30,1
109,4,35,8,20,1
109,5,40,7,20,2
109,7,30,4,30,2
110,5,25,7,35,1
110,8,20,5,40,1
110,6,20,6,40,2
110,7,35,5,25,2
110,6,40,6,25,2
110,8,25,4,35,1
110,4,30,8,30,1
110,4,35,8,20,2
110,5,40,7,20,2
110,7,30,4,30,2
111,5,25,7,35,1
111,8,20,5,40,2
111,6,20,6,40,1
111,7,35,5,25,1
111,6,40,6,25,2
111,8,25,4,35,2
111,4,30,8,30,2
111,4,35,8,20,2
111,5,40,7,20,1
111,7,30,4,30,2
112,5,25,7,35,1
112,8,20,5,40,1
112,6,20,6,40,1
112,7,35,5,25,2
112,6,40,6,25,2
112,8,25,4,35,1
112,4,30,8,30,1
112,4,35,8,20,2
112,5,40,7,20,2
112,7,30,4,30,2
113,5,25,7,35,1
113,8,20,5,40,1
113,6,20,6,40,1
113,7,35,5,25,2
113,6,40,6,25,2
113,8,25,4,35,2
113,4,30,8,30,1
113,4,35,8,20,2
113,5,40,7,20,2
113,7,30,4,30,2
114,5,25,7,35,1
114,8,20,5,40,1
114,6,20,6,40,1
114,7,35,5,25,2
114,6,40,6,25,2
114,8,25,4,35,2
114,4,30,8,30,2
114,4,35,8,20,2
114,5,40,7,20,2
114,7,30,4,30,1
115,5,25,7,35,2
115,8,20,5,40,1
115,6,20,6,40,2
115,7,35,5,25,2
115,6,40,6,25,2
115,8,25,4,35,2
115,4,30,8,30,1
115,4,35,8,20,2
115,5,40,7,20,2
115,7,30,4,30,2
116,5,25,7,35,1
116,8,20,5,40,2
116,6,20,6,40,1
116,7,35,5,25,2
116,6,40,6,25,2
116,8,25,4,35,1
116,4,30,8,30,2
116,4,35,8,20,2
116,5,40,7,20,2
116,7,30,4,30,2
117,5,25,7,35,2
117,8,20,5,40,2
